Source,Destination,WeightFunction,ProbabilityModel,Amount,Success,PathLength,TotalFee,TotalHopCost,Path,Retries,PathPe
03db4095c8bd41c1f92cee34586421facbc3c93da2a388e74cb8d468bb1eda014d,03d20dd7a955dda390846d73da2ec75f3b52e6f2408f428b45c24ddf12878bf2d8,LDK,uniform,15567.701886,false,0,0.000000,0.000000,,0,0.144272
03db4095c8bd41c1f92cee34586421facbc3c93da2a388e74cb8d468bb1eda014d,03d20dd7a955dda390846d73da2ec75f3b52e6f2408f428b45c24ddf12878bf2d8,LND,uniform,15567.701886,true,5,157.023036,298.000000,03db4095c8bd41c1f92cee34586421facbc3c93da2a388e74cb8d468bb1eda014d -> 03886b18969fd197358b66b6ab9bac2d5e32bb4e5157925bc0292acb3893a47237 -> 02a20247f515d978cbf9e9ce6a4287b5931d724068b7b88bbaead6380db3dd8e9a -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 0297fc2864cfe1ebb51490c3ce74cf408daf036874790d8b2427e82682235e179c -> 03d20dd7a955dda390846d73da2ec75f3b52e6f2408f428b45c24ddf12878bf2d8,1,0.459346
0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2,0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,Combined,bimodal,25814.024077,true,6,8.260679,234.000000,0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2 -> 03ffc72cbb54a9d76d89f562bdca16fd81e05c6651490bbed90640ca3ae86da7c2 -> 02676da411bd1afc62df33152461b6d51b8da6a7381e379ae0f26119e0f44a5317 -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 03dc686001f9b1ff700dfb8917df70268e1919433a535e1fb0767c19223509ab57 -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,1,0.625063
0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2,0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,Eclair,bimodal,25814.024077,true,4,7.024492,138.000000,0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2 -> 0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266 -> 036754ace92d5c07c0e278d5c87dfb2a12f36c96caf16f5659076959ab0ea51e03 -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,1,0.323016
0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2,0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,CLN,N/A (capacity bias),25814.024077,false,0,0.000000,0.000000,,0,0.333865
0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2,0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,LDK,bimodal,25814.024077,true,6,8.260679,234.000000,0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2 -> 03ffc72cbb54a9d76d89f562bdca16fd81e05c6651490bbed90640ca3ae86da7c2 -> 02676da411bd1afc62df33152461b6d51b8da6a7381e379ae0f26119e0f44a5317 -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 03dc686001f9b1ff700dfb8917df70268e1919433a535e1fb0767c19223509ab57 -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,1,0.625063
0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2,0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,LND,bimodal,25814.024077,true,4,36.261679,160.000000,0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2 -> 03ffc72cbb54a9d76d89f562bdca16fd81e05c6651490bbed90640ca3ae86da7c2 -> 0398866fca94f17d9054d586ac88a24faf1450296f80a382b08416337d8c6260fe -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,1,0.611574
0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2,0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,Combined,uniform,25814.024077,true,7,4.026003,274.000000,0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2 -> 0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266 -> 03e121fa397cb7ec60935c140bfbfa7690c3158ba6df26b8bc636508d8a3735afd -> 0250baf7a558091eb9c93f43d595b795db61bd2b55ca016d8682fd310cb1b81e6c -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 03dc686001f9b1ff700dfb8917df70268e1919433a535e1fb0767c19223509ab57 -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,1,0.767499
0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2,0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,Eclair,uniform,25814.024077,true,4,7.024492,138.000000,0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2 -> 0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266 -> 036754ace92d5c07c0e278d5c87dfb2a12f36c96caf16f5659076959ab0ea51e03 -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,1,0.722317
0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2,0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,CLN,N/A (capacity bias),25814.024077,false,0,0.000000,0.000000,,0,0.728517
0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2,0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,LDK,uniform,25814.024077,false,0,0.000000,0.000000,,0,0.728517
0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2,0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,LND,uniform,25814.024077,true,4,6.526003,160.000000,0235c3b574b14a7b0f00abac5f47f1ae8d8caa44b050781ac4cf0ad5a71f105dd2 -> 0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266 -> 0387300f6037decc41c4e897987d908114697584d2a08c9900b3fc524f6c1ac857 -> 0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3 -> 0224f8a99c01dae0fb027122e6ec07c2e298ba2dfe45b9a957f062b8648272b894,1,0.782094
02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb,0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,Combined,bimodal,114401.290299,false,0,0.000000,0.000000,,0,0.068893
02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb,0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,Eclair,bimodal,114401.290299,false,0,0.000000,0.000000,,0,0.068893
02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb,0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,CLN,N/A (capacity bias),114401.290299,false,0,0.000000,0.000000,,0,0.068893
02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb,0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,LDK,bimodal,114401.290299,true,7,7.000000,274.000000,02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb -> 02df939275d8c25693316172f2921fa9e5f1252bf9c3ab1b236421b6019b82951a -> 02ab38160e8f24f9cce8d851a091ec927748e78507adc7f7ee01664728a981a597 -> 02687b2bfef5ab119857369ef4cba172e8658158c126f11a483a1faee2e5da1dc5 -> 03a302b07e57cc167a5c52f3bf917bc708b89f852828a0c7e1419e8eddcd97daed -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 0284e7a3e005c0204078b3c640ecb640622b198e965db2974a991ce7e2e4faa89b -> 0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,1,0.076431
02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb,0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,LND,bimodal,114401.290299,false,0,0.000000,0.000000,,0,0.136844
02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb,0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,Combined,uniform,114401.290299,true,6,8.502000,344.000000,02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb -> 02df939275d8c25693316172f2921fa9e5f1252bf9c3ab1b236421b6019b82951a -> 02ab38160e8f24f9cce8d851a091ec927748e78507adc7f7ee01664728a981a597 -> 02687b2bfef5ab119857369ef4cba172e8658158c126f11a483a1faee2e5da1dc5 -> 0299729bf2e629b14a338b3d35a6f2a53794d31f045af6bd498ab519c46b0f2729 -> 03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601 -> 0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,1,0.389459
02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb,0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,Eclair,uniform,114401.290299,false,0,0.000000,0.000000,,0,0.253000
02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb,0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,CLN,N/A (capacity bias),114401.290299,false,0,0.000000,0.000000,,0,0.253000
02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb,0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,LDK,uniform,114401.290299,true,7,7.000000,274.000000,02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb -> 02df939275d8c25693316172f2921fa9e5f1252bf9c3ab1b236421b6019b82951a -> 02ab38160e8f24f9cce8d851a091ec927748e78507adc7f7ee01664728a981a597 -> 02687b2bfef5ab119857369ef4cba172e8658158c126f11a483a1faee2e5da1dc5 -> 03a302b07e57cc167a5c52f3bf917bc708b89f852828a0c7e1419e8eddcd97daed -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 0284e7a3e005c0204078b3c640ecb640622b198e965db2974a991ce7e2e4faa89b -> 0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,1,0.389322
02143f7233496e7d71afabb3cc02d6ab112c3c1df6f0ab1c8d6b07ef74599925eb,0301411a172e2a5182b99eba6d3e5a947c5310b41f88e5560f91d551a80e2c30d7,LND,uniform,114401.290299,false,0,0.000000,0.000000,,0,0.466450
029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b,03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,Combined,bimodal,6615.360078,true,2,0.000000,184.000000,029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,1,0.404695
029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b,03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,Eclair,bimodal,6615.360078,true,2,0.000000,184.000000,029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,1,0.404695
029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b,03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,CLN,N/A (capacity bias),6615.360078,true,2,0.000000,184.000000,029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,1,0.404695
029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b,03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,LDK,bimodal,6615.360078,true,2,0.000000,184.000000,029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,1,0.404695
029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b,03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,LND,bimodal,6615.360078,true,2,0.000000,184.000000,029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,1,0.404695
029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b,03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,Combined,uniform,6615.360078,true,2,0.000000,184.000000,029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,1,0.752891
029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b,03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,Eclair,uniform,6615.360078,true,2,0.000000,184.000000,029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,1,0.752891
029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b,03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,CLN,N/A (capacity bias),6615.360078,true,2,0.000000,184.000000,029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,1,0.752891
029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b,03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,LDK,uniform,6615.360078,true,2,0.000000,184.000000,029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,1,0.752891
029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b,03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,LND,uniform,6615.360078,true,2,0.000000,184.000000,029aba9e21bdde16c0d80a284d424aa848e037e9a5853e596828c71770bcd6ef6b -> 02e4eb0ae9b0236473008caabfcf6a836f6d5f4c1a9b639d977d2772005880a37a -> 03d94f009a838dcd71a791553ce02fee9314979745e02a10346ae68bef7fdc4e02,1,0.752891
0354309594599317ac9bea94c845f2212579afbdd6ed7f2bd972f4c9182f00899a,031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a,Combined,bimodal,1860.150280,false,0,0.000000,0.000000,,0,0.555616
0354309594599317ac9bea94c845f2212579afbdd6ed7f2bd972f4c9182f00899a,031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a,Eclair,bimodal,1860.150280,true,5,129.829270,294.000000,0354309594599317ac9bea94c845f2212579afbdd6ed7f2bd972f4c9182f00899a -> 02ae53b0661195617ba1063e053ee238a24e80b90e371ebf2038de00aeb196bfd7 -> 03a3223fa7ef7bf3887d82eeebd024677d02d0fdd497accf2981c29cccf3ae0fd8 -> 03cedecb3f2dba225a9cbf2323883079cfc95cbcea1b061a675094efbdc4ddd485 -> 026165850492521f4ac8abd9bd8088123446d126f648ca35e60f88177dc149ceb2 -> 031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a,1,0.545648
0354309594599317ac9bea94c845f2212579afbdd6ed7f2bd972f4c9182f00899a,031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a,CLN,N/A (capacity bias),1860.150280,false,0,0.000000,0.000000,,0,0.493309
0354309594599317ac9bea94c845f2212579afbdd6ed7f2bd972f4c9182f00899a,031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a,LDK,bimodal,1860.150280,false,0,0.000000,0.000000,,0,0.555616
0354309594599317ac9bea94c845f2212579afbdd6ed7f2bd972f4c9182f00899a,031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a,LND,bimodal,1860.150280,false,0,0.000000,0.000000,,0,0.493309
0354309594599317ac9bea94c845f2212579afbdd6ed7f2bd972f4c9182f00899a,031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a,Combined,uniform,1860.150280,false,0,0.000000,0.000000,,0,0.817693
0354309594599317ac9bea94c845f2212579afbdd6ed7f2bd972f4c9182f00899a,031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a,Eclair,uniform,1860.150280,true,5,129.829270,294.000000,0354309594599317ac9bea94c845f2212579afbdd6ed7f2bd972f4c9182f00899a -> 02ae53b0661195617ba1063e053ee238a24e80b90e371ebf2038de00aeb196bfd7 -> 03a3223fa7ef7bf3887d82eeebd024677d02d0fdd497accf2981c29cccf3ae0fd8 -> 03cedecb3f2dba225a9cbf2323883079cfc95cbcea1b061a675094efbdc4ddd485 -> 026165850492521f4ac8abd9bd8088123446d126f648ca35e60f88177dc149ceb2 -> 031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a,1,0.862695
0354309594599317ac9bea94c845f2212579afbdd6ed7f2bd972f4c9182f00899a,031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a,CLN,N/A (capacity bias),1860.150280,false,0,0.000000,0.000000,,0,0.817693
0354309594599317ac9bea94c845f2212579afbdd6ed7f2bd972f4c9182f00899a,031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a,LDK,uniform,1860.150280,false,0,0.000000,0.000000,,0,0.817693
0354309594599317ac9bea94c845f2212579afbdd6ed7f2bd972f4c9182f00899a,031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a,LND,uniform,1860.150280,false,0,0.000000,0.000000,,0,0.817693
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,Combined,bimodal,479442.127277,true,3,66.000000,124.000000,02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844 -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 0357e5f534fdac4c38f0d26c4905f08a8baef268081215845ddfdf1719dc2485c0 -> 03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,1,0.322190
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,Eclair,bimodal,479442.127277,true,3,66.000000,124.000000,02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844 -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 0357e5f534fdac4c38f0d26c4905f08a8baef268081215845ddfdf1719dc2485c0 -> 03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,1,0.322190
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,CLN,N/A (capacity bias),479442.127277,true,3,66.000000,124.000000,02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844 -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 0357e5f534fdac4c38f0d26c4905f08a8baef268081215845ddfdf1719dc2485c0 -> 03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,1,0.322190
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,LDK,bimodal,479442.127277,true,3,66.000000,124.000000,02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844 -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 0357e5f534fdac4c38f0d26c4905f08a8baef268081215845ddfdf1719dc2485c0 -> 03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,1,0.322190
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,LND,bimodal,479442.127277,true,3,66.000000,124.000000,02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844 -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 0357e5f534fdac4c38f0d26c4905f08a8baef268081215845ddfdf1719dc2485c0 -> 03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,1,0.322190
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,Combined,uniform,479442.127277,true,3,66.000000,124.000000,02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844 -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 0357e5f534fdac4c38f0d26c4905f08a8baef268081215845ddfdf1719dc2485c0 -> 03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,1,0.461617
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,Eclair,uniform,479442.127277,true,3,66.000000,124.000000,02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844 -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 0357e5f534fdac4c38f0d26c4905f08a8baef268081215845ddfdf1719dc2485c0 -> 03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,1,0.461617
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,CLN,N/A (capacity bias),479442.127277,true,3,66.000000,124.000000,02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844 -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 0357e5f534fdac4c38f0d26c4905f08a8baef268081215845ddfdf1719dc2485c0 -> 03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,1,0.461617
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,LDK,uniform,479442.127277,true,3,66.000000,124.000000,02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844 -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 0357e5f534fdac4c38f0d26c4905f08a8baef268081215845ddfdf1719dc2485c0 -> 03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,1,0.461617
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,LND,uniform,479442.127277,true,3,66.000000,124.000000,02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844 -> 038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5 -> 0357e5f534fdac4c38f0d26c4905f08a8baef268081215845ddfdf1719dc2485c0 -> 03d3f7d43cae4d3190c76536c03c1f0e53c439b9b73f5cf0a4aaddb43eecbe9be1,1,0.461617
031d1d31d1e6b6610b41773ab4602c96e5347651d19d117f5d2fbc9fc98f7b9e6e,0246d2dccf813417067c5f1ccebddf1623d516ad9cab4b3f9251ed4f0320416390,Combined,bimodal,166172.622947,true,4,18.303895,182.000000,031d1d31d1e6b6610b41773ab4602c96e5347651d19d117f5d2fbc9fc98f7b9e6e -> 02309f3556d51e9d855594762dcf68cb283fbfd7e48618b6cecb8cd90e2e34d8ad -> 02f3069a342ae2883a6f29e275f06f28a56a6ea2e2d96f5888a3266444dcf542b6 -> 026165850492521f4ac8abd9bd8088123446d126f648ca35e60f88177dc149ceb2 -> 0246d2dccf813417067c5f1ccebddf1623d516ad9cab4b3f9251ed4f0320416390,1,0.242896
